# This file includes the efficiency of the whole farm by wind direction.
# Wind direction angle	Farm efficiency
266.000000	88.502300
267.000000	87.032794
268.000000	84.282057
269.000000	79.875178
270.000000	73.789548
271.000000	67.175006
272.000000	60.684266
273.000000	54.844809
274.000000	49.278984
275.000000	44.907825
276.000000	42.955507
277.000000	44.502449
278.000000	48.654178
279.000000	54.128353
280.000000	59.915520
281.000000	66.374633
282.000000	72.986718
283.000000	79.078345
284.000000	83.524976
285.000000	86.378773
286.000000	87.891567
287.000000	88.335211
288.000000	88.600342
289.000000	87.340543
290.000000	86.719422
291.000000	87.932430
292.000000	86.563824
293.000000	82.334236
294.000000	80.780238
295.000000	83.954161
296.000000	87.489629
297.000000	88.036148
298.000000	86.270305
299.000000	81.761917
300.000000	75.544048
301.000000	71.409125
302.000000	72.395889
303.000000	77.722271
304.000000	83.545074
305.000000	86.977102
306.000000	87.525303
307.000000	85.261011
308.000000	84.072247
309.000000	86.420407
310.000000	87.819351
311.000000	87.520183
312.000000	86.098297
313.000000	82.771959
314.000000	77.703980
315.000000	71.449786
316.000000	64.772642
317.000000	59.040937
318.000000	56.531015
319.000000	58.987638
320.000000	64.703994
321.000000	71.320776
322.000000	77.429708
323.000000	82.403379
324.000000	85.605568
325.000000	86.794388
326.000000	87.004410
327.000000	85.591208
328.000000	83.039676
329.000000	84.194367
330.000000	86.352197
331.000000	85.857317
332.000000	82.453999
333.000000	76.797349
334.000000	71.001371
335.000000	69.734259
336.000000	74.256306
337.000000	80.434088
338.000000	84.625769
339.000000	86.335396
340.000000	85.579252
341.000000	82.197599
342.000000	78.522659
343.000000	80.185896
344.000000	84.554784
345.000000	85.726624
346.000000	84.037097
347.000000	84.625933
348.000000	86.229299
349.000000	85.993170
350.000000	85.606414
351.000000	84.068159
352.000000	81.303529
353.000000	77.200066
354.000000	71.987632
355.000000	65.737204
356.000000	59.088632
357.000000	52.830616
358.000000	46.952175
359.000000	42.080438
